Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio,Prediction,Risk_Probability,Default_status
58,40192,499,12,4,0.2,Default,0.554869622,1
29,60988,539,0,0,0.52,No Default,0.337948196,0
43,72787,594,24,4,0.19,No Default,0.340648113,0
63,204219,811,3,3,0.38,No Default,0.059655862,0
51,86801,695,35,3,0.14,No Default,0.112383463,0
66,118468,437,9,2,0.57,Default,0.636199695,1
31,152645,428,27,1,0.4,No Default,0.252420486,0
43,76468,348,5,1,0.55,Default,0.69854728,1
62,69067,592,26,0,0.3,No Default,0.115660146,0
44,35123,835,11,4,0.51,No Default,0.489284702,0
26,56482,610,2,0,0.53,No Default,0.274694995,0
43,41708,836,32,2,0.45,No Default,0.205288882,0
74,48994,533,9,2,0.15,No Default,0.219285823,0
64,152562,508,30,1,0.11,No Default,0.055474581,0
74,63405,393,14,2,0.18,No Default,0.375485643,0
39,38640,626,6,4,0.16,No Default,0.340775655,0
64,119046,524,35,3,0.46,Default,0.520287209,1
73,96532,310,13,2,0.38,Default,0.637417498,1
47,99094,628,13,0,0.36,No Default,0.091669678,0
60,21959,311,2,4,0.23,Default,0.824702171,1
65,158630,334,2,2,0.18,No Default,0.226303417,0
34,45285,746,21,2,0.2,No Default,0.103998822,0
43,88342,751,18,4,0.3,No Default,0.239294976,0
53,211482,519,34,2,0.47,No Default,0.210972317,0
18,175899,740,11,3,0.23,No Default,0.054840575,0
25,36725,834,4,1,0.45,No Default,0.134852169,0
66,29078,528,9,4,0.35,Default,0.71347568,1
52,122415,643,32,0,0.54,No Default,0.154262599,0
69,64281,379,12,2,0.22,No Default,0.434535923,0
32,46609,652,34,1,0.33,No Default,0.182204835,0
64,81683,695,31,0,0.15,No Default,0.03207101,0
73,55191,589,10,0,0.27,No Default,0.115371413,0
39,85021,754,37,3,0.35,No Default,0.205041266,0
31,61913,427,23,1,0.47,Default,0.550428653,1
43,85921,842,34,4,0.2,No Default,0.111703275,0
45,38281,658,18,1,0.21,No Default,0.114530893,0
40,122055,826,5,1,0.42,No Default,0.05776896,0
31,84864,612,39,0,0.29,No Default,0.085822868,0
41,82714,374,34,3,0.34,Default,0.658298185,1
19,34240,845,3,3,0.52,No Default,0.361769721,0
62,140058,495,32,1,0.35,No Default,0.18085522,0
43,59464,328,12,1,0.43,Default,0.638796088,1
31,86165,315,35,2,0.43,Default,0.704926767,1
73,50949,722,18,0,0.5,No Default,0.171639525,0
68,68216,704,11,4,0.42,No Default,0.476020732,0
24,69463,830,10,4,0.13,No Default,0.095756288,0
20,14618,376,5,3,0.27,Default,0.718636024,1
64,80115,528,11,0,0.59,No Default,0.395772999,0
40,159958,596,26,3,0.2,No Default,0.11496422,0
63,78424,809,24,4,0.39,No Default,0.29065704,0
60,37091,837,2,1,0.52,No Default,0.182049321,0
64,82866,625,2,0,0.39,No Default,0.123070885,0
62,101695,662,19,0,0.29,No Default,0.059038266,0
35,77360,658,27,2,0.14,No Default,0.091469637,0
55,57695,623,22,1,0.28,No Default,0.15423271,0
52,53046,625,2,1,0.19,No Default,0.104960258,0
68,52936,464,23,3,0.58,Default,0.840243074,1
32,84871,754,39,0,0.46,No Default,0.091012088,0
42,29626,452,5,3,0.47,Default,0.797219404,1
72,49715,426,19,1,0.32,No Default,0.412917084,0
54,132960,492,10,2,0.15,No Default,0.124483171,0
45,135550,829,31,0,0.23,No Default,0.012873006,0
27,28593,309,26,1,0.23,Default,0.505173022,1
56,34006,391,20,2,0.34,Default,0.642588202,1
74,52296,438,12,4,0.33,Default,0.744585965,1
34,93554,780,21,1,0.32,No Default,0.059986633,0
56,24010,748,34,4,0.35,No Default,0.455783655,0
39,58255,632,21,3,0.59,Default,0.67117384,1
43,47235,639,27,4,0.25,No Default,0.413722137,0
61,116190,351,20,1,0.41,No Default,0.444953754,0
42,25888,765,17,4,0.22,No Default,0.275131464,0
34,62709,774,30,0,0.33,No Default,0.058528034,0
30,49177,700,36,1,0.2,No Default,0.082012859,0
37,124853,738,20,2,0.38,No Default,0.112137533,0
42,80726,808,13,4,0.23,No Default,0.150168009,0
21,44671,452,24,0,0.12,No Default,0.124306574,0
27,91738,813,26,3,0.51,No Default,0.268799469,0
20,49295,802,39,3,0.16,No Default,0.101699166,0
58,98682,305,22,4,0.28,Default,0.741922993,1
62,53181,799,30,3,0.34,No Default,0.214383306,0
35,101451,417,28,2,0.32,No Default,0.406695684,0
64,74461,784,29,1,0.46,No Default,0.136643572,0
53,305665,767,25,0,0.4,No Default,0.006880099,0
64,58311,460,19,4,0.25,Default,0.625156448,1
39,72506,569,37,3,0.13,No Default,0.214286953,0
51,47112,355,18,1,0.48,Default,0.691106266,1
64,59954,527,26,2,0.28,No Default,0.335126188,0
25,15507,448,24,3,0.54,Default,0.86954182,1
57,75568,345,39,3,0.3,Default,0.672656297,1
66,117176,443,37,0,0.46,No Default,0.281698019,0
61,73007,639,22,2,0.57,No Default,0.489759802,0
36,31041,712,28,2,0.43,No Default,0.337259959,0
59,40098,819,14,4,0.31,No Default,0.277518988,0
58,17763,643,2,0,0.38,No Default,0.192541025,0
54,97680,686,9,4,0.37,No Default,0.362841639,0
23,36197,772,14,0,0.39,No Default,0.092201607,0
69,59020,574,15,2,0.17,No Default,0.183656575,0
43,55444,652,16,0,0.45,No Default,0.178474108,0
51,125978,365,18,0,0.17,No Default,0.111857111,0
73,62482,378,10,0,0.11,No Default,0.147042291,0
62,89719,501,4,1,0.41,No Default,0.31454495,0
23,78686,412,4,1,0.16,No Default,0.190892964,0
54,118149,390,13,2,0.49,Default,0.601518283,1
74,53126,440,25,0,0.53,Default,0.519136663,1
50,152482,588,7,2,0.57,No Default,0.347333504,0
70,22184,710,4,1,0.43,No Default,0.252296148,0
39,91925,676,6,0,0.34,No Default,0.069407513,0
38,38819,683,15,4,0.28,No Default,0.406222661,0
23,46799,451,13,1,0.35,No Default,0.406712902,0
23,79595,618,36,1,0.2,No Default,0.090947771,0
72,79276,668,3,1,0.27,No Default,0.096605889,0
65,81081,761,35,0,0.46,No Default,0.093718571,0
21,29939,311,16,3,0.21,Default,0.702112214,1
47,123564,455,35,4,0.23,No Default,0.440526069,0
28,38165,776,5,4,0.47,Default,0.5,1
47,40796,700,15,2,0.19,No Default,0.129535841,0
48,82367,476,28,0,0.22,No Default,0.124369935,0
41,51877,640,35,1,0.11,No Default,0.072571348,0
72,69851,356,37,3,0.46,Default,0.819281486,1
26,20367,747,36,0,0.41,No Default,0.136645306,0
72,69020,502,9,0,0.45,No Default,0.300579681,0
20,66763,501,35,3,0.21,No Default,0.376062598,0
68,46400,629,28,1,0.44,No Default,0.307401545,0
48,21225,662,13,0,0.4,No Default,0.18775379,0
57,53830,753,3,4,0.28,No Default,0.285764777,0
54,58765,655,35,4,0.32,No Default,0.453029142,0
53,49830,515,12,3,0.38,Default,0.601680786,1
41,23906,322,17,1,0.35,Default,0.644828649,1
48,132901,454,32,3,0.42,Default,0.523271006,1
23,43502,485,20,0,0.19,No Default,0.143954687,0
19,53578,548,15,4,0.37,Default,0.646361566,1
37,17948,433,14,2,0.33,Default,0.607712569,1
45,132910,620,4,3,0.33,No Default,0.215393933,0
28,47416,689,5,2,0.33,No Default,0.21800827,0
21,62895,733,37,2,0.54,No Default,0.356088308,0
32,104858,321,2,4,0.51,Default,0.875896976,1
23,42695,424,11,3,0.41,Default,0.746642036,1
71,96918,378,35,2,0.46,Default,0.648361673,1
66,21361,350,32,0,0.12,No Default,0.250986894,0
47,78865,475,35,1,0.47,No Default,0.452420663,0
73,131415,552,32,1,0.34,No Default,0.146577051,0
55,44792,545,30,4,0.26,Default,0.561835893,1
68,104761,405,20,3,0.17,No Default,0.364553778,0
74,149785,492,26,3,0.14,No Default,0.164026774,0
19,52710,615,26,1,0.12,No Default,0.081896988,0
32,50576,601,7,0,0.18,No Default,0.072901894,0
28,38210,847,36,1,0.12,No Default,0.030680551,0
25,46403,567,31,1,0.47,No Default,0.407145916,0
43,39827,469,25,3,0.22,No Default,0.5,1
68,38194,754,1,2,0.28,No Default,0.150085421,0
62,109034,591,11,0,0.51,No Default,0.188831726,0
61,40337,440,21,3,0.16,No Default,0.46741793,0
22,68135,445,16,1,0.52,Default,0.564552465,1
23,61029,724,6,2,0.42,No Default,0.23601425,0
43,126632,613,3,0,0.27,No Default,0.051077687,0
71,46556,483,36,4,0.16,Default,0.526735264,1
21,72444,427,37,0,0.15,No Default,0.125863556,0
36,88923,586,31,0,0.27,No Default,0.085039168,0
37,126105,552,10,1,0.17,No Default,0.068131339,0
50,46217,685,0,1,0.23,No Default,0.09923925,0
37,43960,529,24,4,0.13,No Default,0.420732206,0
66,35210,570,23,4,0.4,Default,0.709480717,1
29,183166,714,16,4,0.17,No Default,0.068973409,0
64,119639,497,7,3,0.48,Default,0.565301422,1
18,58623,622,26,3,0.21,No Default,0.250571484,0
43,157270,355,17,1,0.5,No Default,0.434764225,0
31,56901,502,26,1,0.19,No Default,0.182288934,0
55,86008,437,21,4,0.46,Default,0.793971872,1
54,60179,721,15,3,0.27,No Default,0.208844298,0
28,73050,356,1,2,0.39,Default,0.630503914,1
53,69277,370,4,3,0.12,No Default,0.427001328,0
30,48412,671,17,1,0.35,No Default,0.173527541,0
60,103388,813,2,3,0.17,No Default,0.06088065,0
20,85645,383,26,1,0.34,No Default,0.390615417,0
50,100092,342,16,4,0.17,Default,0.571687025,1
23,70270,432,15,4,0.32,Default,0.692633052,1
67,38052,694,5,4,0.16,No Default,0.268697565,0
73,140743,364,6,2,0.21,No Default,0.261112607,0
27,52508,589,13,2,0.4,No Default,0.392549501,0
22,71828,675,37,1,0.59,No Default,0.349343076,0
40,82264,766,39,0,0.32,No Default,0.048817758,0
27,71590,512,14,2,0.44,No Default,0.492362713,0
61,94627,447,32,1,0.37,No Default,0.33902313,0
19,102404,770,26,3,0.35,No Default,0.158743979,0
30,53507,448,28,4,0.13,Default,0.5,1
57,134959,387,36,4,0.17,No Default,0.432626098,0
19,52394,623,4,4,0.54,Default,0.734336366,1
37,70853,695,28,1,0.31,No Default,0.110144203,0
18,49323,703,31,4,0.41,Default,0.510103598,1
54,42755,381,5,2,0.36,Default,0.645544141,1
26,100921,585,1,3,0.29,No Default,0.27058153,0
34,285200,681,5,4,0.29,No Default,0.05283538,0
26,49967,569,3,1,0.38,No Default,0.285714319,0
28,109936,591,28,3,0.17,No Default,0.161704903,0
32,50870,752,24,4,0.29,No Default,0.306027989,0
41,59561,323,8,0,0.32,No Default,0.389337029,0
55,144176,610,2,4,0.59,Default,0.600788921,1
72,35004,760,25,2,0.28,No Default,0.156951761,0
52,30666,507,26,3,0.42,Default,0.705323471,1
47,57319,737,35,2,0.17,No Default,0.088297935,0
48,83435,837,31,0,0.13,No Default,0.013147812,0
66,75495,635,0,0,0.54,No Default,0.229061646,0
22,71706,721,15,2,0.47,No Default,0.266734942,0
61,60904,620,10,3,0.26,No Default,0.299872289,0
67,88722,796,25,0,0.35,No Default,0.045162153,0
31,13949,462,39,0,0.17,No Default,0.197744486,0
70,41134,840,0,4,0.45,No Default,0.398221652,0
73,57136,464,25,1,0.14,No Default,0.183047403,0
28,85158,594,27,0,0.48,No Default,0.201498191,0
26,126106,341,8,3,0.37,Default,0.613365558,1
51,38462,584,21,3,0.24,No Default,0.377211558,0
29,124062,686,7,4,0.53,No Default,0.474197989,0
52,47749,437,26,3,0.59,Default,0.869415514,1
52,56108,486,38,4,0.23,Default,0.577859735,1
18,80074,730,18,0,0.5,No Default,0.120744117,0
57,54088,715,24,0,0.48,No Default,0.158008841,0
39,104303,725,37,0,0.47,No Default,0.091399241,0
46,48908,715,20,0,0.58,No Default,0.239768955,0
25,49277,325,23,1,0.34,Default,0.560791589,1
28,101315,670,23,1,0.44,No Default,0.159301433,0
58,40881,684,18,0,0.51,No Default,0.225584562,0
54,67809,355,1,3,0.34,Default,0.703524216,1
31,26101,552,13,4,0.34,Default,0.675633552,1
47,148719,405,31,2,0.26,No Default,0.253132094,0
52,109455,429,31,4,0.49,Default,0.78718015,1
38,236819,675,27,2,0.44,No Default,0.069261934,0
54,116912,607,38,2,0.33,No Default,0.186799904,0
22,34036,390,39,0,0.31,No Default,0.36626189,0
36,83643,692,39,2,0.14,No Default,0.074508793,0
31,37835,833,12,0,0.1,No Default,0.017679664,0
43,131797,409,11,1,0.36,No Default,0.273473463,0
21,34524,639,7,3,0.31,No Default,0.382680799,0
42,33705,655,14,2,0.5,No Default,0.476933561,0
62,26771,467,25,3,0.37,Default,0.70992963,1
59,46901,751,11,0,0.57,No Default,0.201447239,0
42,42415,404,26,2,0.2,No Default,0.433133227,0
35,31862,449,17,4,0.6,Default,0.924295777,1
57,161927,445,35,1,0.25,No Default,0.123824208,0
25,78037,598,26,1,0.42,No Default,0.244546276,0
56,73579,466,8,2,0.35,No Default,0.44532359,0
57,132532,347,38,1,0.28,No Default,0.27459107,0
31,68058,538,0,4,0.17,No Default,0.382982868,0
49,41178,306,6,3,0.17,Default,0.645817662,1
68,25588,763,25,4,0.46,Default,0.563712077,1
55,40033,752,6,1,0.29,No Default,0.100504088,0
50,127097,670,6,3,0.58,No Default,0.431359111,0
40,31962,848,7,4,0.26,No Default,0.21325504,0
32,71436,786,15,0,0.59,No Default,0.148266658,0
50,100404,510,2,0,0.2,No Default,0.078075801,0
42,69055,464,9,3,0.15,No Default,0.34475733,0
34,73093,424,6,3,0.26,Default,0.50926137,1
50,83100,636,20,3,0.54,Default,0.549820843,1
64,72376,491,36,0,0.36,No Default,0.22901994,0
72,133858,513,30,4,0.17,No Default,0.282788513,0
19,35591,627,22,3,0.2,No Default,0.281647186,0
31,67522,680,26,0,0.26,No Default,0.061806121,0
70,24122,538,21,3,0.4,Default,0.665712932,1
57,21229,831,38,3,0.27,No Default,0.187631193,0
57,57478,381,26,3,0.47,Default,0.820057539,1
68,78565,662,3,0,0.41,No Default,0.117795592,0
56,135311,804,23,4,0.54,No Default,0.322280893,0
68,200766,501,22,0,0.35,No Default,0.063922056,0
23,115835,803,18,0,0.27,No Default,0.020973555,0
23,86127,336,2,3,0.6,Default,0.881211804,1
20,64859,701,26,2,0.28,No Default,0.149922256,0
24,27844,475,2,2,0.31,No Default,0.4920819,0
68,55658,844,27,2,0.5,No Default,0.217384742,0
25,114140,766,16,0,0.14,No Default,0.013847152,0
59,93820,500,30,3,0.29,No Default,0.409805697,0
69,31471,839,9,2,0.14,No Default,0.060874895,0
32,81390,846,21,1,0.17,No Default,0.024436916,0
64,77979,693,29,1,0.1,No Default,0.042937228,0
46,71320,341,20,1,0.1,No Default,0.228015123,0
50,59046,692,35,4,0.29,No Default,0.369646753,0
69,83515,740,22,3,0.5,No Default,0.371728674,0
47,84851,805,37,0,0.39,No Default,0.054228925,0
56,43445,619,11,0,0.42,No Default,0.203524403,0
44,75169,514,24,3,0.36,Default,0.516143938,1
53,54464,370,19,4,0.51,Default,0.906959561,1
46,28463,535,6,3,0.54,Default,0.782813326,1
55,45215,580,28,4,0.52,Default,0.788203958,1
74,27396,461,28,2,0.51,Default,0.75535954,1
50,97738,490,12,2,0.19,No Default,0.201424774,0
54,71535,308,2,4,0.4,Default,0.865786334,1
44,50123,359,1,3,0.39,Default,0.778898536,1
72,121815,524,15,2,0.36,No Default,0.27773369,0
50,61944,586,29,3,0.34,No Default,0.434623799,0
21,29272,468,37,2,0.14,No Default,0.316664729,0
39,48062,361,5,3,0.15,Default,0.526770727,1
19,135459,648,6,3,0.55,No Default,0.395361634,0
27,42841,741,4,1,0.42,No Default,0.172621497,0
22,68707,313,6,4,0.23,Default,0.733344343,1
27,86850,463,33,0,0.24,No Default,0.1363203,0
50,80416,719,31,4,0.41,No Default,0.417472974,0
71,203766,819,12,3,0.3,No Default,0.040343518,0
55,33251,847,29,3,0.32,No Default,0.189308607,0
30,34953,327,24,4,0.13,Default,0.700410912,1
48,33527,745,20,3,0.17,No Default,0.159234952,0
64,51639,507,20,2,0.3,No Default,0.397196121,0
53,103744,769,27,3,0.45,No Default,0.240524048,0
62,35743,403,19,4,0.12,Default,0.602444775,1
41,104472,725,33,4,0.27,No Default,0.213393695,0
69,60935,400,4,4,0.45,Default,0.851354647,1
73,34389,840,17,1,0.5,No Default,0.176092437,0
32,24942,821,38,1,0.2,No Default,0.059584692,0
46,27895,405,10,1,0.47,Default,0.661148801,1
25,42919,576,16,1,0.58,Default,0.528748347,1
22,55018,364,21,1,0.55,Default,0.728389949,1
46,117363,487,36,1,0.49,No Default,0.365048148,0
64,89281,616,19,1,0.46,No Default,0.246572896,0
21,39360,437,5,4,0.22,Default,0.646159439,1
29,73447,642,33,0,0.42,No Default,0.143058569,0
62,136731,404,13,1,0.42,No Default,0.338221511,0
19,152811,845,22,4,0.3,No Default,0.086581948,0
44,51164,679,19,0,0.35,No Default,0.10860189,0
48,96678,409,12,1,0.45,No Default,0.458974093,0
68,119967,844,31,0,0.58,No Default,0.072851735,0
68,28182,653,25,0,0.25,No Default,0.102398947,0
53,46341,616,13,2,0.22,No Default,0.203608418,0
53,181681,565,35,3,0.4,No Default,0.249943572,0
43,51507,364,7,2,0.17,No Default,0.418050713,0
60,13842,632,39,0,0.39,No Default,0.229671021,0
44,56360,812,21,4,0.14,No Default,0.128046875,0
22,105062,432,21,1,0.35,No Default,0.294532188,0
37,60069,839,15,3,0.41,No Default,0.213518445,0
28,85620,834,26,1,0.14,No Default,0.021678613,0
27,95713,795,9,4,0.2,No Default,0.120122418,0
57,50137,668,24,3,0.27,No Default,0.284700648,0
55,46180,398,30,2,0.28,Default,0.533516618,1
23,64648,616,20,0,0.44,No Default,0.183363551,0
25,65440,422,26,4,0.36,Default,0.756714735,1
40,61515,619,16,0,0.29,No Default,0.100348365,0
64,62791,794,32,0,0.33,No Default,0.054689319,0
43,41180,756,30,1,0.11,No Default,0.046170555,0
63,87128,821,25,4,0.49,No Default,0.365152473,0
60,80790,819,20,0,0.12,No Default,0.01407133,0
29,30699,614,35,2,0.51,Default,0.558295304,1
43,49287,841,0,3,0.37,No Default,0.194936576,0
30,62726,778,3,4,0.36,No Default,0.313000881,0
57,45836,319,3,1,0.45,Default,0.699246599,1
35,82346,429,25,4,0.53,Default,0.85267102,1
42,57904,592,3,1,0.57,No Default,0.454608498,0
50,65155,431,8,3,0.37,Default,0.654509458,1
64,49003,655,29,2,0.18,No Default,0.147898261,0
57,22101,353,3,0,0.54,Default,0.701465619,1
60,21478,686,4,4,0.12,No Default,0.271141158,0
29,80402,564,22,1,0.5,No Default,0.35968001,0
61,68422,514,15,3,0.44,Default,0.630863099,1
53,74557,759,21,0,0.55,No Default,0.142540833,0
65,64038,757,36,3,0.55,No Default,0.461941521,0
21,66654,342,7,2,0.13,No Default,0.358165498,0
22,97198,577,32,0,0.4,No Default,0.142177803,0
73,74780,429,37,0,0.16,No Default,0.134135884,0
54,100755,649,15,0,0.14,No Default,0.030690017,0
25,65233,843,4,1,0.32,No Default,0.057741934,0
59,51524,405,15,0,0.15,No Default,0.167954352,0
66,65979,300,6,3,0.46,Default,0.856373359,1
45,39415,731,0,1,0.58,No Default,0.337550511,0
48,49517,605,8,0,0.38,No Default,0.173337775,0
26,65433,826,17,3,0.22,No Default,0.097855322,0
71,65001,352,2,3,0.52,Default,0.85887193,1
68,56771,819,23,4,0.53,No Default,0.491091234,0
46,29908,629,27,3,0.47,Default,0.615449648,1
31,82306,624,9,2,0.41,No Default,0.290176287,0
57,90863,413,8,0,0.53,No Default,0.443611972,0
58,136195,446,12,0,0.18,No Default,0.07118078,0
39,74674,465,34,0,0.57,No Default,0.472085162,0
28,59917,678,22,3,0.57,Default,0.585011643,1
40,36079,438,16,3,0.54,Default,0.850209077,1
18,126248,598,6,0,0.23,No Default,0.044855254,0
63,67772,575,15,1,0.53,No Default,0.415917163,0
54,65952,477,39,1,0.35,No Default,0.349267418,0
38,52731,653,35,2,0.4,No Default,0.32885885,0
43,51073,453,19,4,0.52,Default,0.870326711,1
63,84468,500,23,2,0.11,No Default,0.161943055,0
53,35928,414,4,0,0.28,No Default,0.292655806,0
71,134957,367,5,0,0.51,No Default,0.372207753,0
40,121026,744,27,0,0.51,No Default,0.083317942,0
74,50159,744,4,4,0.52,Default,0.588895512,1
18,38873,625,38,3,0.18,No Default,0.263695354,0
71,21859,658,37,4,0.45,Default,0.697724652,1
72,32025,444,1,2,0.17,No Default,0.370723766,0
68,86245,574,38,3,0.49,Default,0.577861428,1
57,70099,808,20,3,0.22,No Default,0.106020021,0
32,76636,478,39,2,0.47,Default,0.574548449,1
38,23794,776,36,3,0.33,No Default,0.282557034,0
64,49123,713,17,1,0.59,No Default,0.358723662,0
26,118614,452,11,2,0.39,No Default,0.389954213,0
70,57067,403,16,2,0.42,Default,0.659870983,1
26,31693,374,36,1,0.28,No Default,0.475177113,0
27,56624,427,37,4,0.47,Default,0.853084892,1
69,40720,644,14,4,0.35,Default,0.545221982,1
74,70745,830,6,4,0.11,No Default,0.090618139,0
70,60492,458,13,3,0.4,Default,0.672902276,1
43,78562,837,0,1,0.52,No Default,0.123412753,0
58,32566,725,37,2,0.22,No Default,0.147845375,0
52,47841,322,2,2,0.21,Default,0.531590584,1
69,103281,346,36,2,0.4,Default,0.605820957,1
42,30420,824,30,3,0.51,No Default,0.403708432,0
43,36259,443,12,3,0.22,Default,0.537192599,1
28,66147,718,17,4,0.57,Default,0.635599872,1
55,69103,384,16,3,0.56,Default,0.857470213,1
19,46890,715,16,4,0.2,No Default,0.259988587,0
24,52092,781,10,4,0.23,No Default,0.211649851,0
35,78167,755,19,2,0.45,No Default,0.208227338,0
44,91566,596,9,3,0.58,Default,0.622298792,1
51,35080,411,28,4,0.45,Default,0.879103166,1
44,71837,529,33,1,0.32,No Default,0.24184641,0
34,127517,395,16,1,0.18,No Default,0.150410805,0
60,56503,677,12,3,0.33,No Default,0.317547569,0
61,34894,455,38,2,0.4,Default,0.637441373,1
68,34096,720,26,2,0.27,No Default,0.181213009,0
71,55250,404,25,4,0.36,Default,0.800470961,1
41,100501,629,27,3,0.17,No Default,0.149615413,0
42,58666,738,12,1,0.33,No Default,0.10709221,0
24,65815,431,11,4,0.15,Default,0.508160674,1
69,36381,681,27,4,0.12,No Default,0.256784535,0
23,97886,437,1,0,0.53,No Default,0.382836823,0
70,33764,569,36,3,0.2,No Default,0.374222797,0
41,46525,849,33,4,0.39,No Default,0.31426165,0
50,82039,695,22,1,0.17,No Default,0.055208572,0
66,21596,763,28,0,0.23,No Default,0.060683219,0
46,65315,749,34,1,0.28,No Default,0.079843639,0
60,35612,630,10,2,0.17,No Default,0.17262842,0
39,60371,552,32,0,0.12,No Default,0.068059294,0
43,50210,584,10,0,0.54,No Default,0.338847414,0
45,171599,573,8,4,0.11,No Default,0.117804021,0
67,49189,319,13,2,0.13,No Default,0.445027585,0
38,150440,538,8,4,0.5,Default,0.570012753,1
66,80296,569,38,3,0.24,No Default,0.307051963,0
24,40105,717,2,1,0.46,No Default,0.227418432,0
34,70643,609,28,1,0.17,No Default,0.090407324,0
37,51420,330,18,4,0.22,Default,0.749098034,1
58,67580,403,35,1,0.39,No Default,0.484461169,0
66,41900,485,31,1,0.59,Default,0.676797638,1
37,139398,427,6,3,0.14,No Default,0.222223418,0
71,95101,509,27,2,0.3,No Default,0.296452772,0
39,60833,713,17,0,0.12,No Default,0.029627886,0
45,142138,580,4,4,0.2,No Default,0.211941733,0
57,62139,552,22,4,0.55,Default,0.805860712,1
66,103653,318,21,3,0.15,No Default,0.45461491,0
24,61031,435,25,3,0.53,Default,0.80860564,1
18,72907,522,11,0,0.19,No Default,0.090068417,0
49,57485,302,39,2,0.53,Default,0.852707478,1
30,62796,535,18,4,0.37,Default,0.64831273,1
47,65203,764,0,3,0.54,No Default,0.415615992,0
40,42835,527,2,4,0.18,No Default,0.476209919,0
68,48994,798,26,1,0.48,No Default,0.174230578,0
73,53724,820,17,4,0.44,No Default,0.389749293,0
36,67161,438,29,2,0.37,Default,0.528183548,1
49,58965,575,1,2,0.51,Default,0.525816642,1
47,107636,590,4,4,0.42,Default,0.516179283,1
46,91451,352,28,1,0.54,Default,0.65969014,1
66,54275,409,32,2,0.29,Default,0.513873941,1
62,119478,303,19,3,0.39,Default,0.708670631,1
46,152742,346,29,4,0.54,Default,0.822296277,1
47,21549,393,4,1,0.21,No Default,0.384816706,0
33,95429,512,20,3,0.34,No Default,0.436821562,0
57,42340,735,14,4,0.58,Default,0.685386621,1
36,89355,807,19,1,0.34,No Default,0.059682734,0
35,111203,504,7,3,0.23,No Default,0.282123122,0
18,38619,680,30,2,0.28,No Default,0.207166828,0
31,23714,372,11,4,0.54,Default,0.936606932,1
68,90918,815,20,4,0.58,No Default,0.466279968,0
64,64068,375,29,2,0.58,Default,0.822771534,1
67,25998,376,26,0,0.45,Default,0.577135015,1
19,212093,709,25,3,0.35,No Default,0.076454362,0
71,81814,405,32,2,0.19,No Default,0.336901124,0
45,83704,775,25,4,0.16,No Default,0.130079708,0
66,118528,574,25,3,0.13,No Default,0.141763084,0
67,44783,387,35,3,0.11,No Default,0.47473784,0
47,63909,376,39,0,0.54,Default,0.587580927,1
55,30956,376,0,4,0.5,Default,0.91741339,1
68,44179,741,14,1,0.38,No Default,0.153348564,0
21,72607,839,0,0,0.6,No Default,0.115231714,0
18,26039,544,10,0,0.58,No Default,0.487824286,0
25,43558,681,1,1,0.43,No Default,0.229275637,0
46,37647,441,0,1,0.33,No Default,0.419474787,0
72,64282,667,30,0,0.18,No Default,0.051727652,0
56,79805,383,15,3,0.36,Default,0.671511891,1
20,86775,442,21,2,0.18,No Default,0.255316776,0
49,98657,651,17,2,0.3,No Default,0.153391039,0
27,118902,844,16,0,0.57,No Default,0.06552069,0
27,81114,451,29,3,0.27,No Default,0.473451757,0
36,153839,457,9,1,0.18,No Default,0.086969402,0
63,63560,745,34,0,0.39,No Default,0.087569761,0
51,54903,602,20,4,0.4,Default,0.622391573,1
50,81117,749,15,3,0.2,No Default,0.114469564,0
40,53733,523,5,4,0.2,No Default,0.47876259,0
72,151188,342,2,4,0.59,Default,0.856931545,1
45,105397,563,20,0,0.22,No Default,0.064232226,0
49,87128,302,12,3,0.52,Default,0.862561118,1
67,63940,567,17,4,0.34,Default,0.576228475,1
24,48837,315,23,3,0.32,Default,0.766573911,1
46,85021,633,26,2,0.25,No Default,0.154814562,0
25,34079,763,3,4,0.49,Default,0.55479489,1
18,128950,358,21,4,0.54,Default,0.841480761,1
74,54785,476,23,3,0.23,No Default,0.470934281,0
72,69741,362,39,2,0.15,No Default,0.375708699,0
20,37994,606,9,4,0.17,No Default,0.372799106,0
41,85947,545,1,0,0.5,No Default,0.257074945,0
40,47721,588,39,3,0.32,No Default,0.446705055,0
25,82835,631,5,3,0.17,No Default,0.164548964,0
71,87439,826,17,4,0.27,No Default,0.159114581,0
74,43311,554,16,2,0.36,No Default,0.42819865,0
64,34140,809,37,4,0.53,Default,0.569241437,1
54,128791,762,22,1,0.42,No Default,0.074881002,0
20,54385,498,29,4,0.19,Default,0.5,1
68,66998,570,20,1,0.18,No Default,0.120335796,0
50,76323,363,9,0,0.31,No Default,0.293143452,0
45,31989,529,12,3,0.14,No Default,0.344843659,0
64,75458,548,11,3,0.48,Default,0.614263576,1
25,62916,545,8,2,0.3,No Default,0.307821118,0
51,43400,456,3,4,0.27,Default,0.675075238,1
52,33581,387,38,0,0.35,No Default,0.423859303,0
49,81059,612,23,1,0.45,No Default,0.255910592,0
41,105224,365,33,2,0.38,Default,0.541882933,1
31,65466,319,38,0,0.5,Default,0.606208738,1
49,29224,332,4,0,0.41,Default,0.563316614,1
73,35289,372,14,1,0.49,Default,0.711766569,1
63,48239,642,3,1,0.45,No Default,0.287512999,0
60,130915,432,38,3,0.2,No Default,0.307821558,0
