Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
26,33827,432,0,0,0.27
49,52105,510,31,3,0.57
32,75849,408,17,2,0.52
54,51623,492,3,0,0.37
30,60616,656,15,4,0.57
22,33642,820,17,2,0.18
28,45318,725,20,4,0.15
27,173874,373,24,4,0.29
69,55994,395,9,4,0.6
30,71787,428,6,1,0.55
58,40093,642,0,4,0.21
70,61442,670,32,1,0.57
63,52296,700,32,0,0.42
67,103791,521,18,4,0.25
32,101356,811,6,3,0.51
59,106853,804,13,3,0.53
73,62326,634,37,1,0.1
24,166030,673,6,1,0.17
57,89490,785,2,2,0.47
45,29296,306,10,4,0.41
49,129474,688,7,4,0.23
52,59702,735,25,4,0.24
32,105792,415,37,4,0.16
65,35369,402,2,2,0.31
53,57779,302,28,0,0.13
38,87114,843,11,1,0.44
23,67642,379,17,1,0.22
18,55564,695,6,3,0.54
21,17515,688,29,4,0.15
28,41360,559,15,1,0.45
61,36731,611,24,3,0.54
43,23607,635,3,2,0.45
54,41994,509,3,3,0.56
40,151654,810,37,4,0.26
46,106810,747,0,3,0.17
38,39435,344,2,4,0.27
65,44615,703,27,2,0.4
62,44661,608,10,2,0.57
62,87380,526,36,2,0.25
66,73313,648,1,3,0.44
44,41937,412,8,4,0.15
56,44430,329,16,1,0.23
57,102810,575,31,4,0.18
30,128308,661,30,3,0.34
40,38242,386,20,2,0.57
33,56471,735,16,0,0.56
47,63844,321,16,1,0.31
21,54474,684,26,4,0.53
57,105359,320,27,4,0.32
33,55484,790,38,0,0.3
48,155448,766,0,2,0.54
70,109151,755,15,0,0.12
59,42481,520,2,2,0.54
42,61908,797,14,4,0.52
61,36743,458,3,2,0.2
29,49229,442,35,1,0.3
43,92535,344,29,3,0.53
54,67701,750,28,3,0.38
65,172174,535,22,2,0.46
50,32501,524,4,4,0.18
45,58895,707,10,4,0.34
26,46495,593,18,2,0.36
29,51120,579,7,0,0.15
22,61141,716,10,0,0.26
71,42681,446,8,0,0.47
69,96659,770,24,4,0.19
71,143732,348,24,2,0.41
45,18624,316,13,2,0.14
73,120144,448,30,4,0.14
52,210743,511,12,2,0.45
22,65831,362,0,1,0.6
51,44120,835,29,0,0.28
63,44977,844,8,2,0.41
51,51333,786,39,4,0.41
30,74250,779,28,2,0.19
56,48353,343,30,4,0.57
59,57530,755,17,2,0.36
62,37125,810,2,3,0.3
65,47648,654,34,1,0.17
31,48722,311,1,3,0.38
28,58815,655,3,2,0.55
59,28922,436,14,4,0.36
55,50770,773,16,2,0.16
21,53785,352,25,4,0.24
70,65669,412,30,0,0.59
50,120483,777,29,0,0.3
24,56915,634,22,2,0.59
73,32577,716,29,0,0.37
58,63961,366,10,2,0.46
25,42007,619,32,0,0.21
54,41467,553,37,1,0.59
68,51639,700,4,3,0.1
27,46178,599,34,0,0.53
60,35153,304,0,1,0.44
74,46976,745,3,3,0.43
32,75195,534,37,4,0.26
55,61100,746,36,3,0.19
32,36448,338,6,3,0.41
22,38940,499,9,1,0.56
46,63680,320,32,2,0.23
36,36549,373,13,1,0.5
71,38238,448,35,3,0.14
68,45003,583,37,3,0.22
27,36830,385,29,1,0.13
29,62967,401,25,0,0.29
71,51336,830,30,3,0.45
21,120827,362,18,3,0.35
48,33492,849,39,4,0.37
35,106445,707,12,2,0.39
33,67418,472,22,1,0.21
57,126187,820,18,3,0.27
53,117910,820,15,0,0.33
42,48361,832,24,0,0.39
40,29601,323,25,4,0.52
29,55615,394,20,0,0.33
51,22285,595,17,1,0.48
53,83268,479,8,0,0.16
54,64587,430,23,4,0.16
20,44379,832,39,4,0.24
26,47820,307,16,0,0.26
70,35916,500,29,3,0.41
35,58923,684,3,0,0.21
60,36461,825,27,4,0.17
52,58773,847,39,3,0.42
74,71435,705,8,4,0.6
72,82868,672,35,3,0.6
51,74812,463,7,0,0.56
58,51580,822,21,2,0.13
31,74761,653,24,1,0.48
21,64058,708,5,3,0.29
46,63793,810,25,4,0.51
58,35838,511,1,4,0.12
62,32075,644,30,2,0.52
67,68116,310,11,4,0.41
32,76356,635,18,4,0.14
45,43891,639,36,4,0.58
59,107701,557,36,3,0.54
33,181081,353,0,3,0.44
29,143883,595,9,1,0.28
69,52400,516,33,2,0.35
22,48218,687,15,0,0.11
51,88735,406,6,2,0.44
59,84072,772,12,1,0.58
18,34317,307,3,3,0.21
56,53044,843,38,3,0.3
49,83347,467,30,2,0.53
43,38248,630,9,0,0.13
34,41261,336,11,3,0.26
65,44496,530,33,3,0.57
44,49039,482,27,2,0.48
41,27319,591,4,2,0.14
52,84665,821,27,0,0.33
63,41478,369,10,0,0.36
59,66249,536,33,2,0.47
71,62789,763,14,0,0.21
56,36103,417,4,1,0.22
43,24758,490,20,2,0.53
66,62602,805,30,4,0.21
55,48152,803,39,0,0.32
40,75187,700,6,2,0.45
39,89869,616,34,4,0.36
21,21603,521,20,1,0.56
66,53341,488,39,1,0.36
26,100798,591,4,3,0.2
21,122839,522,13,4,0.52
24,23952,716,33,4,0.49
40,106509,706,9,4,0.2
19,36143,337,17,1,0.49
66,85218,752,16,3,0.26
41,45503,506,37,1,0.38
57,86972,699,31,2,0.59
72,49967,486,16,4,0.12
48,29165,659,21,4,0.19
64,44769,305,24,3,0.4
48,78440,432,15,3,0.13
64,48474,772,29,4,0.15
57,35010,812,33,1,0.41
65,31707,382,4,3,0.52
68,39947,676,32,4,0.37
60,39774,634,4,2,0.19
51,79785,401,39,3,0.17
72,49136,587,2,0,0.51
41,51567,330,37,2,0.55
66,54725,613,12,4,0.48
43,78437,453,7,3,0.21
33,82337,452,29,3,0.28
74,46007,531,4,1,0.32
64,52471,420,37,4,0.16
30,82556,484,30,0,0.23
32,42280,755,1,4,0.46
44,45536,687,6,3,0.49
21,82470,525,15,3,0.19
33,44937,494,9,0,0.26
47,67763,325,28,2,0.35
61,27178,493,29,4,0.19
47,80167,318,19,4,0.53
53,54153,836,33,4,0.25
20,73380,563,7,1,0.22
39,104788,814,33,0,0.55
66,50673,770,33,2,0.44
39,27810,538,35,4,0.36
67,49964,588,6,2,0.15
74,109895,667,13,2,0.17
67,65180,711,19,2,0.21
72,35164,321,36,3,0.21
66,54345,653,32,4,0.54
29,76412,841,30,4,0.57
72,56232,719,32,4,0.31
38,55473,614,25,0,0.2
73,41904,628,25,1,0.24
21,43621,769,37,1,0.11
48,66918,762,15,1,0.21
61,76591,739,11,1,0.11
48,54904,547,0,3,0.58
40,46771,470,19,0,0.41
71,87393,578,1,0,0.44
70,48443,447,30,3,0.14
37,69193,442,17,4,0.33
32,78159,370,9,3,0.32
40,31823,610,5,1,0.52
45,64206,766,1,0,0.49
33,15541,340,15,3,0.31
54,56886,655,4,1,0.46
38,79997,443,37,1,0.14
32,70859,578,21,2,0.23
34,89321,770,21,4,0.19
67,71341,357,21,4,0.46
54,45653,467,0,4,0.54
30,27733,465,35,0,0.41
36,63359,672,12,0,0.43
47,76069,381,11,0,0.4
62,24865,433,12,0,0.4
35,73273,663,10,1,0.21
31,62559,784,17,4,0.11
53,49894,345,21,0,0.2
53,74598,561,0,4,0.26
37,52172,768,3,1,0.3
69,50527,521,8,0,0.46
36,31708,391,2,2,0.11
62,73303,318,7,3,0.39
61,31162,569,8,0,0.25
24,42529,714,17,0,0.19
74,75199,546,4,2,0.24
61,55064,601,21,1,0.28
70,140721,315,36,3,0.53
21,80533,802,4,1,0.23
51,87174,694,22,2,0.36
19,91763,483,15,0,0.47
22,53068,740,4,3,0.56
72,45893,549,36,1,0.12
27,32632,675,38,0,0.49
49,28946,757,2,4,0.22
59,106264,387,25,2,0.52
58,43866,645,7,1,0.17
30,93616,689,20,4,0.43
56,28683,479,17,1,0.47
22,54648,675,4,1,0.36
27,112854,482,5,4,0.27
27,68393,628,26,2,0.18
55,69303,789,21,2,0.15
44,44660,499,21,4,0.48
68,38125,778,37,2,0.13
38,58543,754,37,3,0.39
25,34103,739,26,3,0.11
18,56742,798,32,0,0.33
45,97793,455,30,4,0.17
66,31776,758,27,3,0.43
56,82544,482,29,1,0.22
31,98514,735,33,2,0.28
38,52569,345,16,3,0.48
47,60881,543,34,3,0.4
38,47110,455,35,4,0.46
66,51276,693,5,1,0.45
26,90134,548,28,3,0.55
34,86034,554,22,1,0.49
22,72890,661,13,2,0.47
74,81142,676,8,2,0.13
48,66172,452,14,2,0.16
69,32421,539,37,0,0.37
57,101925,759,24,4,0.27
55,38301,451,19,2,0.36
60,56950,739,21,0,0.46
36,91731,539,6,0,0.26
53,29714,482,17,4,0.53
67,81819,609,16,2,0.31
50,32989,558,13,4,0.27
30,80609,759,25,4,0.36
31,109243,730,39,3,0.36
73,41408,799,31,4,0.53
50,38800,375,28,0,0.2
46,62194,596,39,2,0.36
60,38196,661,6,4,0.51
66,20158,482,8,0,0.43
53,59121,358,11,2,0.38
61,70796,705,2,1,0.52
27,50805,826,31,0,0.49
48,63357,486,32,1,0.13
23,101158,324,14,1,0.32
74,50064,598,8,3,0.45
18,53459,491,16,1,0.42
24,59286,430,27,0,0.27
44,51175,803,12,4,0.32
38,51182,506,20,2,0.35
45,140688,537,4,3,0.31
33,63759,491,6,2,0.47
73,51616,327,37,0,0.35
63,119628,406,36,4,0.5
40,103021,522,18,1,0.33
69,81808,679,31,1,0.12
37,44141,728,2,0,0.53
55,234727,383,38,0,0.47
71,27367,797,34,2,0.19
42,24572,536,26,2,0.27
45,72507,448,37,2,0.13
22,50088,334,7,1,0.34
73,17351,396,18,0,0.33
38,55804,532,29,3,0.19
35,62282,706,39,1,0.19
64,55043,824,9,3,0.22
23,69641,788,29,2,0.45
74,47339,703,8,2,0.26
46,55864,522,21,0,0.39
36,115158,702,30,4,0.22
50,96704,750,9,4,0.53
18,53943,483,35,2,0.45
62,78756,576,9,4,0.59
20,92671,685,26,4,0.53
59,37467,792,14,2,0.17
38,70629,594,18,0,0.45
52,64741,360,10,1,0.24
58,83184,445,31,4,0.4
57,37347,825,19,3,0.42
20,58859,482,14,4,0.48
42,41062,614,3,1,0.35
62,70687,335,16,1,0.29
55,39632,355,0,1,0.57
62,45585,340,18,1,0.27
72,63660,682,4,3,0.25
37,37416,468,17,0,0.26
69,26691,470,16,1,0.51
61,100668,755,3,1,0.42
62,43403,790,18,3,0.19
51,29735,593,30,4,0.2
38,34395,563,2,4,0.16
73,56961,546,2,3,0.31
72,131734,447,28,4,0.34
65,55834,740,7,2,0.28
40,80132,661,4,0,0.3
23,49409,521,30,4,0.41
68,65704,407,26,3,0.37
70,53995,514,32,2,0.32
30,79621,429,17,0,0.35
66,33986,599,23,1,0.5
40,62168,734,25,4,0.36
26,64656,661,30,0,0.58
34,72981,523,13,0,0.38
19,30549,786,24,1,0.26
36,47194,673,31,0,0.57
36,80862,407,38,4,0.15
73,67031,650,13,2,0.54
24,142473,722,26,4,0.16
71,45950,691,21,3,0.42
59,22167,375,37,0,0.54
59,47421,549,6,1,0.15
37,15819,540,32,3,0.6
26,85056,525,32,0,0.34
34,59779,772,23,0,0.35
44,73068,562,25,2,0.27
64,79126,314,30,1,0.3
19,100706,640,26,4,0.33
53,16391,795,12,0,0.19
36,21568,740,30,3,0.34
34,41039,849,31,1,0.4
22,51433,336,22,4,0.11
56,66156,474,36,3,0.47
35,63729,735,39,1,0.38
70,65369,592,15,2,0.15
71,27404,600,38,3,0.52
24,40239,638,7,1,0.35
34,50959,322,17,4,0.31
56,55528,649,26,0,0.29
53,46619,365,8,1,0.49
57,67993,694,27,3,0.14
62,33839,732,21,4,0.45
21,47037,328,10,0,0.42
55,76994,382,21,4,0.31
42,66318,775,13,0,0.58
22,49677,734,22,2,0.38
47,50244,432,1,2,0.4
29,47191,414,14,4,0.48
21,50639,333,4,0,0.41
41,46541,377,28,0,0.52
46,49901,574,32,1,0.21
26,69414,643,29,1,0.49
21,68694,380,16,2,0.13
68,31055,371,0,2,0.44
41,146661,444,13,0,0.59
31,45634,337,16,0,0.44
22,75692,773,8,3,0.26
35,35037,470,34,1,0.35
59,124410,339,30,0,0.6
74,78362,472,11,0,0.34
36,72492,723,1,2,0.49
29,54751,498,14,4,0.19
35,23860,521,33,2,0.52
34,137504,749,36,0,0.19
47,91752,727,29,1,0.6
41,50983,747,13,4,0.15
28,76061,731,3,3,0.29
52,31091,621,7,2,0.45
40,23080,451,22,3,0.47
34,60368,344,6,1,0.25
18,40184,623,16,4,0.4
32,47037,711,21,1,0.14
49,58317,560,37,4,0.12
26,33069,518,25,3,0.17
32,57520,346,7,3,0.3
45,34472,602,21,1,0.34
41,99333,489,39,4,0.15
52,56944,635,21,3,0.32
39,77946,519,39,4,0.56
44,24679,418,4,3,0.4
36,80408,381,8,0,0.25
62,126577,312,19,3,0.19
29,63500,777,21,0,0.36
37,77735,598,33,1,0.22
18,53154,391,34,0,0.57
38,72232,575,35,1,0.26
66,133331,603,18,0,0.12
62,184080,572,27,1,0.49
18,70163,711,6,3,0.5
27,35959,335,37,2,0.55
64,81768,721,2,2,0.51
49,32246,777,31,2,0.25
56,43817,801,30,0,0.48
39,46393,637,24,2,0.53
35,166140,709,32,1,0.52
65,122314,762,4,0,0.33
63,110283,812,28,0,0.45
49,90254,380,30,3,0.56
44,38017,778,25,1,0.41
45,67380,685,20,1,0.26
35,150085,719,33,3,0.14
56,74889,739,36,4,0.16
66,100215,334,0,3,0.34
46,26771,800,3,4,0.4
35,85899,483,21,2,0.19
61,35342,447,15,2,0.19
25,53613,563,31,2,0.16
71,121907,788,33,2,0.26
48,71223,581,20,3,0.39
51,89994,501,26,2,0.44
24,54584,716,36,3,0.56
53,22856,616,2,1,0.4
35,37509,527,33,1,0.22
55,84130,367,6,0,0.46
26,70781,779,28,1,0.55
26,137477,400,2,4,0.2
63,63786,542,37,4,0.49
25,38315,389,1,2,0.5
68,59105,426,11,0,0.25
52,98608,698,14,3,0.35
35,24870,601,15,3,0.31
22,71169,793,2,3,0.23
31,31880,720,26,2,0.36
45,64948,441,22,0,0.54
47,86096,552,32,1,0.14
21,78900,372,26,1,0.56
56,117031,513,23,2,0.13
37,67871,678,37,4,0.32
42,77403,598,26,3,0.11
45,78769,678,30,4,0.46
29,36869,791,14,1,0.16
19,56176,603,34,2,0.52
60,17509,797,35,4,0.55
31,72289,536,23,1,0.3
39,15126,529,16,2,0.59
48,91541,306,33,3,0.3
40,136852,555,0,0,0.33
65,76830,470,19,1,0.31
37,82995,587,5,0,0.37
55,109363,533,4,2,0.56
72,48174,792,28,1,0.15
21,31689,510,5,3,0.3
32,57354,666,32,3,0.28
41,40885,528,37,2,0.15
42,62216,644,28,0,0.49
18,68007,376,9,4,0.17
24,47140,759,31,3,0.12
74,41904,564,24,0,0.59
48,20392,803,27,0,0.45
29,55027,544,28,1,0.46
59,48125,728,34,4,0.39
22,49862,390,31,2,0.19
61,86320,744,35,3,0.37
67,159953,532,6,4,0.49
59,50089,753,9,0,0.45
55,72622,648,33,4,0.42
29,67983,393,32,1,0.14
56,105590,721,25,1,0.42
35,37953,789,12,0,0.13
19,37397,423,29,0,0.56
27,39640,532,31,2,0.53
32,19268,363,32,3,0.11
47,58512,462,5,3,0.21
61,35371,603,35,4,0.38
34,67886,618,1,3,0.12
21,18102,305,6,0,0.55
24,58191,600,29,4,0.55
58,52675,400,25,3,0.18
48,45593,715,24,2,0.56
68,98627,659,32,0,0.45
72,40042,430,5,0,0.33
56,69693,685,7,3,0.33
72,43655,319,8,2,0.26
51,137244,594,10,2,0.39
23,55911,695,23,1,0.4
67,83943,744,5,0,0.19
55,81214,591,39,0,0.34
62,106171,789,15,3,0.16
68,64411,647,16,3,0.49
51,30985,564,23,2,0.5
61,74719,343,6,0,0.53
32,68773,374,39,3,0.12
31,13120,352,39,2,0.43
23,25952,585,26,0,0.54
67,85218,365,9,1,0.27
54,121807,337,8,0,0.5
67,57448,716,9,1,0.1
49,89734,768,29,0,0.43
20,63232,354,8,2,0.22
20,60974,415,25,0,0.14
39,55737,578,33,3,0.35
39,62340,753,34,2,0.28
27,72707,441,26,1,0.4
68,48978,348,19,0,0.53
20,111675,668,23,1,0.3
29,36311,669,26,3,0.56
46,140164,600,18,2,0.23
65,53758,651,17,1,0.49
34,58336,494,11,4,0.42
24,43746,604,39,0,0.36
30,73475,549,17,1,0.32
73,49596,557,7,4,0.56
19,47206,749,35,4,0.42
21,81347,358,37,3,0.28
27,107000,520,15,1,0.38
56,35558,833,12,3,0.38
41,90471,661,25,0,0.54
34,111741,352,25,2,0.12
69,24772,828,20,4,0.32
23,39220,797,20,1,0.36
36,110405,454,7,0,0.18
22,72155,789,32,1,0.1
49,140736,377,5,4,0.1
27,54794,473,1,2,0.59
26,46027,619,7,0,0.14
44,118264,331,5,4,0.15
30,39426,591,5,0,0.16
36,52995,821,21,1,0.59
38,79200,614,24,4,0.47
41,83219,566,30,4,0.3
55,40181,721,34,4,0.59
21,68209,544,4,2,0.38
41,51769,390,21,4,0.5
52,25813,735,24,0,0.14
20,47546,788,17,4,0.57
21,26445,313,8,2,0.58
74,43056,585,24,2,0.53
54,32833,697,28,1,0.18
57,88160,726,32,0,0.1
65,69576,660,7,3,0.55
71,129225,342,39,0,0.25
52,37764,593,12,3,0.28
48,63680,644,7,0,0.34
73,34493,541,26,4,0.26
61,43660,354,2,3,0.4
42,49033,741,32,0,0.3
57,160624,406,30,1,0.47
30,71821,612,27,2,0.12
21,56168,483,20,0,0.2
63,102693,429,28,0,0.56
31,83825,798,28,2,0.12
30,58218,717,8,3,0.34
44,83918,348,21,3,0.19
23,51385,619,7,4,0.49
34,266417,552,16,4,0.36
53,110194,691,22,4,0.46
57,48859,368,38,1,0.51
66,87519,741,29,2,0.48
52,78782,776,14,3,0.3
34,68978,676,13,1,0.33
58,77450,844,24,4,0.43
19,39886,831,15,2,0.47
74,48169,486,17,4,0.29
30,137220,411,31,0,0.49
69,66304,483,37,4,0.1
19,42187,592,14,2,0.56
69,55821,660,36,3,0.4
45,45839,801,32,2,0.38
60,93794,606,12,3,0.38
43,45232,385,6,2,0.12
39,61210,595,18,2,0.57
64,42990,751,20,3,0.48
60,180584,470,36,0,0.46
72,82011,655,8,2,0.45
20,80402,759,3,2,0.37
52,84873,578,30,1,0.41
29,49152,551,6,4,0.56
41,128108,307,12,1,0.28
22,57881,619,39,2,0.4
37,145277,450,35,2,0.3
56,50898,675,7,2,0.16
56,85625,664,25,0,0.17
30,65082,739,26,1,0.13
58,68447,441,25,4,0.29
74,25977,319,13,0,0.27
70,36621,311,19,3,0.16
62,127386,421,27,2,0.32
29,31432,724,7,0,0.21
30,93527,528,4,3,0.15
73,219693,328,12,2,0.26
27,78944,434,1,0,0.44
50,173403,400,13,2,0.12
74,84631,675,2,1,0.44
57,68283,610,15,2,0.17
71,72209,739,8,4,0.55
33,54792,756,38,4,0.15
62,53957,499,1,2,0.2
52,46047,424,10,0,0.21
20,73983,770,23,3,0.43
73,179906,321,28,3,0.51
22,122056,349,13,4,0.36
43,66332,365,39,4,0.47
28,81397,429,21,0,0.54
24,57371,601,33,1,0.41
70,121872,626,35,4,0.26
73,26472,683,32,4,0.18
27,157203,837,38,2,0.39
59,45586,348,17,1,0.52
69,49413,618,21,1,0.2
51,32488,320,24,4,0.6
20,64690,732,36,2,0.16
25,42598,308,4,0,0.12
48,107124,448,31,3,0.44
28,83915,736,35,4,0.28
62,42326,798,8,3,0.44
24,38619,354,13,3,0.19
62,43434,596,31,3,0.19
19,37315,817,8,4,0.35
23,52063,528,22,0,0.57
58,39325,546,8,1,0.29
49,107380,581,20,2,0.14
37,46668,556,31,1,0.47
74,79845,392,9,2,0.56
51,80174,513,28,1,0.28
67,23705,432,33,4,0.33
33,85538,796,21,4,0.58
42,25503,385,4,3,0.47
29,39461,695,10,2,0.43
24,83590,846,27,0,0.16
56,63730,548,23,4,0.39
34,50502,588,33,2,0.53
62,24551,708,39,4,0.46
28,96985,608,9,0,0.16
23,74387,360,25,2,0.44
40,39017,803,6,3,0.5
44,37020,826,6,2,0.29
63,100051,610,14,0,0.48
23,69577,499,2,3,0.46
55,30328,652,25,4,0.27
19,41556,374,6,3,0.47
39,159316,570,1,4,0.42
37,98826,320,9,0,0.26
42,59891,335,29,1,0.37
32,60547,497,2,1,0.33
66,20177,452,37,0,0.13
46,115071,343,28,4,0.44
25,47776,844,24,3,0.17
54,39961,809,3,4,0.22
66,87115,715,4,1,0.58
69,43696,708,5,3,0.22
50,24065,595,18,2,0.3
39,73490,502,17,1,0.58
67,28064,667,37,0,0.48
64,58139,725,35,3,0.44
22,70179,509,11,4,0.51
56,52108,759,23,2,0.13
35,52224,661,29,1,0.54
55,130022,775,13,3,0.23
71,130960,603,38,1,0.18
70,37844,484,1,0,0.51
54,44472,564,33,1,0.24
47,45709,713,19,4,0.22
68,58940,701,35,4,0.5
48,57469,472,22,0,0.13
27,141285,382,34,0,0.14
32,54569,621,33,2,0.51
59,35770,645,20,3,0.31
65,44622,371,37,1,0.52
61,72163,750,7,0,0.49
35,52650,507,29,3,0.38
40,70038,641,19,0,0.47
50,52992,332,19,0,0.17
33,86025,681,22,2,0.2
71,57289,685,19,4,0.52
55,32591,408,22,3,0.27
52,50340,461,3,2,0.1
51,180900,315,9,4,0.58
45,111091,313,39,0,0.46
19,33495,545,4,2,0.52
47,145684,345,31,4,0.56
30,64122,701,17,4,0.42
58,46901,347,24,2,0.35
33,52010,709,16,1,0.18
22,61599,753,4,2,0.19
72,102953,441,34,0,0.33
45,65842,749,20,1,0.13
70,70735,488,35,2,0.49
56,109717,756,18,4,0.38
62,49043,415,22,3,0.56
37,69648,813,4,2,0.41
41,74565,312,32,4,0.59
44,64046,576,3,2,0.24
47,76841,551,32,0,0.27
62,42378,527,34,0,0.31
44,97733,445,25,4,0.25
43,45391,516,36,4,0.5
24,75156,593,21,1,0.37
59,66515,580,10,0,0.33
64,42475,465,25,3,0.33
70,134757,442,12,0,0.51
55,141249,797,13,0,0.22
22,37781,783,6,3,0.26
40,89290,712,15,0,0.56
45,56315,396,19,2,0.3
51,42748,587,26,2,0.6
70,71988,568,33,0,0.32
32,90843,508,21,0,0.31
49,64896,836,37,3,0.4
43,49923,604,36,0,0.52
65,116391,387,2,4,0.46
48,118503,419,26,2,0.48
36,42555,524,6,0,0.59
26,62657,435,34,4,0.5
46,27187,681,22,0,0.33
71,90914,310,1,1,0.43
68,116279,738,23,4,0.52
56,72749,309,1,2,0.18
21,35678,614,35,2,0.27
20,134275,364,16,1,0.4
73,165248,767,10,4,0.29
46,48245,494,6,4,0.13
69,74811,713,1,3,0.57
28,90069,300,14,0,0.37
50,88759,667,30,4,0.42
55,61334,675,5,3,0.46
28,147110,490,36,1,0.12
44,27374,589,28,1,0.19
50,27549,498,3,1,0.55
38,59406,534,36,3,0.49
56,143169,529,11,2,0.13
48,106921,525,26,1,0.49
55,28377,729,24,3,0.55
63,248134,495,11,3,0.18
19,78997,766,16,0,0.13
44,33654,740,11,1,0.53
53,57178,456,30,2,0.4
28,97107,781,8,3,0.59
64,111998,653,18,2,0.45
35,57931,832,28,2,0.36
18,77736,807,24,1,0.22
52,56252,704,14,1,0.45
52,57934,588,8,0,0.14
48,86025,389,12,2,0.31
45,123051,681,2,2,0.27
56,33903,600,9,3,0.4
18,53295,741,17,3,0.21
42,44312,801,9,3,0.18
60,36170,684,35,2,0.17
55,35259,822,27,0,0.26
37,60625,801,2,4,0.53
20,35021,548,19,3,0.3
68,34432,390,17,4,0.55
19,54738,693,36,0,0.47
35,36690,657,19,2,0.46
61,77210,448,9,4,0.48
27,47118,774,33,1,0.35
22,32949,741,21,2,0.23
26,191541,307,20,1,0.19
19,20611,528,32,0,0.35
51,91872,369,15,4,0.29
55,71185,339,34,4,0.43
48,46987,328,35,0,0.27
27,38030,820,0,0,0.13
67,142089,576,11,2,0.29
29,173155,587,12,0,0.54
53,51719,482,7,3,0.45
71,48092,821,30,1,0.29
38,105279,383,4,0,0.21
66,52944,696,35,3,0.38
64,80155,385,24,4,0.57
23,79142,596,12,0,0.39
65,61002,586,34,1,0.54
66,65026,408,31,1,0.45
20,72027,843,7,2,0.16
27,34742,312,21,4,0.45
22,42622,676,5,4,0.4
63,67028,708,10,1,0.28
43,47708,314,6,3,0.58
38,240067,487,14,1,0.26
62,63977,533,3,0,0.14
43,25107,757,39,2,0.22
55,14662,444,33,0,0.32
61,90267,816,39,4,0.54
43,64256,440,21,0,0.11
25,123049,832,29,4,0.5
22,43390,414,18,2,0.24
32,56370,343,36,4,0.4
33,68844,503,37,2,0.29
18,55407,772,29,3,0.23
33,53163,608,31,3,0.35
54,86059,621,18,2,0.29
20,39462,704,24,1,0.3
69,78263,660,36,2,0.18
64,149380,425,22,4,0.17
48,136977,419,11,3,0.23
30,24271,513,8,3,0.39
73,46868,610,36,2,0.22
33,69236,364,16,1,0.49
72,113430,665,34,2,0.51
60,66499,504,29,4,0.18
38,113537,486,3,4,0.59
19,42843,560,3,0,0.23
71,70607,389,23,1,0.14
44,71502,692,2,3,0.32
55,115459,449,8,4,0.19
43,94303,711,10,4,0.49
55,84541,743,31,1,0.16
63,91552,439,39,2,0.34
42,32702,592,28,0,0.14
28,54954,765,33,4,0.55
25,36226,546,33,0,0.25
25,43193,397,20,3,0.41
50,54892,469,24,0,0.46
70,19376,609,20,4,0.12
24,55891,725,19,2,0.29
55,40481,366,23,4,0.24
38,35310,355,4,3,0.37
25,62813,816,1,0,0.49
68,49297,450,8,2,0.17
71,71022,617,7,2,0.34
38,43286,440,31,0,0.17
73,54841,614,6,0,0.49
37,204708,305,37,0,0.49
25,81760,488,19,3,0.27
63,39220,616,14,2,0.26
48,111270,823,38,4,0.4
67,129858,462,27,3,0.6
74,80768,667,30,0,0.59
46,40498,816,21,0,0.26
65,100357,365,39,4,0.51
26,44861,623,23,4,0.26
32,117644,492,33,4,0.36
47,53079,664,8,1,0.12
43,52064,669,1,3,0.57
27,77810,635,24,1,0.47
46,121192,432,11,4,0.53
71,195655,440,3,2,0.38
33,60688,635,39,3,0.13
53,48784,798,12,1,0.32
37,39722,475,28,0,0.28
62,28540,335,31,3,0.36
71,36206,442,26,2,0.21
54,67360,827,29,2,0.33
39,101450,803,38,4,0.11
24,38106,305,0,4,0.17
40,88748,523,10,0,0.54
58,38911,655,22,2,0.29
57,41350,335,16,4,0.31
46,35074,845,14,1,0.28
33,116531,824,26,4,0.41
55,133679,356,9,0,0.1
45,41582,306,15,0,0.57
65,39951,742,36,1,0.38
55,81738,614,27,3,0.29
48,142061,410,1,2,0.53
31,134182,415,38,0,0.35
70,49388,606,34,2,0.15
50,54623,609,14,1,0.56
74,32345,393,10,1,0.29
26,49110,491,32,3,0.39
74,62838,578,15,0,0.57
44,30488,354,10,1,0.25
41,45592,316,19,4,0.19
30,66910,634,18,2,0.53
43,28001,361,38,2,0.36
46,75699,626,22,4,0.45
68,99727,427,9,2,0.16
66,79619,799,7,4,0.45
60,46704,558,1,2,0.39
45,107580,709,6,1,0.26
45,119817,442,25,3,0.52
25,70185,696,39,0,0.33
40,64506,658,18,0,0.3
46,43920,618,5,0,0.19
22,48857,577,32,0,0.23
59,102343,390,10,0,0.24
24,150948,381,35,4,0.3
59,48655,318,11,1,0.35
53,54959,678,27,3,0.6
58,43320,668,8,0,0.37
44,48271,757,22,2,0.33
63,31920,318,39,2,0.42
19,74204,552,5,3,0.48
42,31759,663,18,0,0.59
26,45518,492,19,0,0.6
70,58071,577,17,1,0.53
44,31038,334,26,2,0.12
18,40662,543,32,2,0.12
40,34109,372,28,4,0.26
27,103756,566,8,2,0.53
59,122068,633,26,0,0.48
69,40349,467,38,0,0.41
42,238388,639,10,2,0.2
71,37533,396,7,4,0.59
20,48453,363,13,3,0.55
23,76607,395,12,2,0.56
23,80309,845,6,3,0.35
70,51046,668,14,2,0.28
